Browse Link,Display ID,Ordering ID,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20220609_20220616_02_T2,LC08_L2SP_224078_20220609_20220616_02_T2,LC82240782022160LGN00,LC08_L2SP_224078_20220609_20220616_02_T2,LC08_L1GT_224078_20220609_20220616_02_T2,LC82240782022160LGN00,2022/06/09,T2,2,224,78,224,78,NADIR,0.0,2022/06/16,2022/06/16,2022-06-09 13:35:54.274605,2022-06-09 13:36:26.044605,LGN,DAY,67.51,67.51,-1,5,0.0,0.0,0.0,LPGS_15.6.0,32.71023847,34.0115985,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99268,-54.95607,-24.94464,-56.12835,-24.91328,-53.82124,-27.07092,-56.1125,-27.03647,-53.763569999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220524_20220602_02_T1,LC08_L2SP_224078_20220524_20220602_02_T1,LC82240782022144LGN00,LC08_L2SP_224078_20220524_20220602_02_T1,LC08_L1TP_224078_20220524_20220602_02_T1,LC82240782022144LGN00,2022/05/24,T1,2,224,78,224,78,NADIR,0.0,2022/06/02,2022/06/02,2022-05-24 13:35:43.746823,2022-05-24 13:36:15.516823,LGN,DAY,0.01,0.01,551,5,6.821000000000001,4.923,4.721,LPGS_15.6.0,34.78913692,34.8698095,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99276,-54.93857,-24.94453,-56.110519999999994,-24.9129,-53.80344,-27.0708,-56.09435,-27.03605,-53.74545
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220209_20220209_02_T1,LC09_L2SP_224078_20220209_20220211_02_T1,LC92240782022040LGN00,LC09_L2SP_224078_20220209_20220211_02_T1,LC09_L1TP_224078_20220209_20220209_02_T1,LC92240782022040LGN00,2022/02/09,T1,2,224,78,224,78,NADIR,0.0,2022/02/11,2022/02/09,2022-02-09 13:36:02.141729,2022-02-09 13:36:33.911697,LGN,DAY,0.06,0.06,467,5,8.081,5.026,6.327999999999999,LPGS_15.6.0,55.88731061,77.24155981,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99248,-54.9433,-24.944570000000002,-56.11646,-24.91302,-53.809369999999994,-27.070840000000004,-56.1004,-27.03619,-53.751490000000004
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220201_20220211_02_T1,LC08_L2SP_224078_20220201_20220211_02_T1,LC82240782022032LGN00,LC08_L2SP_224078_20220201_20220211_02_T1,LC08_L1TP_224078_20220201_20220211_02_T1,LC82240782022032LGN00,2022/02/01,T1,2,224,78,224,78,NADIR,0.0,2022/02/11,2022/02/11,2022-02-01 13:35:55.825758,2022-02-01 13:36:27.595757,LGN,DAY,0.13,0.13,455,5,7.92,5.06,6.0920000000000005,LPGS_15.6.0,57.00034904,81.17964606,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992420000000003,-54.910419999999995,-24.944370000000003,-56.083780000000004,-24.91232,-53.776740000000004,-27.07062,-56.067119999999996,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220321_20220329_02_T1,LC08_L2SP_224078_20220321_20220329_02_T1,LC82240782022080LGN00,LC08_L2SP_224078_20220321_20220329_02_T1,LC08_L1TP_224078_20220321_20220329_02_T1,LC82240782022080LGN00,2022/03/21,T1,2,224,78,224,78,NADIR,0.0,2022/03/29,2022/03/29,2022-03-21 13:35:39.125063,2022-03-21 13:36:10.895062,LGN,DAY,0.59,0.59,449,5,7.471,5.265,5.301,LPGS_15.6.0,48.88324066,55.29745447,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992520000000003,-54.9192,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220225_20220225_02_T1,LC09_L2SP_224078_20220225_20220227_02_T1,LC92240782022056LGN00,LC09_L2SP_224078_20220225_20220227_02_T1,LC09_L1TP_224078_20220225_20220225_02_T1,LC92240782022056LGN00,2022/02/25,T1,2,224,78,224,78,NADIR,0.0,2022/02/27,2022/02/25,2022-02-25 13:35:52.250478,2022-02-25 13:36:24.020446,LGN,DAY,35.06,35.06,350,5,8.266,5.656000000000001,6.027,LPGS_15.6.0,53.44045194,68.51465015,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99261,-54.91681,-24.94441,-56.08971999999999,-24.91245,-53.782669999999996,-27.070659999999997,-56.07317,-27.035559999999997,-53.72432
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1GT_224078_20220617_20220624_02_T2,LC09_L2SP_224078_20220617_20220624_02_T2,LC92240782022168LGN00,LC09_L2SP_224078_20220617_20220624_02_T2,LC09_L1GT_224078_20220617_20220624_02_T2,LC92240782022168LGN00,2022/06/17,T2,2,224,78,224,78,NADIR,0.001,2022/06/24,2022/06/24,2022-06-17 13:35:26,2022-06-17 13:35:58,LGN,DAY,55.34,55.34,-1,5,0.0,0.0,0.0,LPGS_16.1.0,32.0846546,34.21522094,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99255,-54.95525,-24.94464,-56.12835,-24.913220000000003,-53.81827,-27.07092,-56.1125,-27.0364,-53.76055
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220516_20220516_02_T1,LC09_L2SP_224078_20220516_20220518_02_T1,LC92240782022136LGN00,LC09_L2SP_224078_20220516_20220518_02_T1,LC09_L1TP_224078_20220516_20220516_02_T1,LC92240782022136LGN00,2022/05/16,T1,2,224,78,224,78,NADIR,0.0,2022/05/18,2022/05/16,2022-05-16 13:35:21.759214,2022-05-16 13:35:53.529181,LGN,DAY,6.03,6.03,407,5,6.917999999999999,4.963,4.819,LPGS_15.6.0,36.17666698,35.97026446,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.9928,-54.939980000000006,-24.94455,-56.113490000000006,-24.91296,-53.8064,-27.07082,-56.09738,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220508_20220512_02_T1,LC08_L2SP_224078_20220508_20220512_02_T1,LC82240782022128LGN00,LC08_L2SP_224078_20220508_20220512_02_T1,LC08_L1TP_224078_20220508_20220512_02_T1,LC82240782022128LGN00,2022/05/08,T1,2,224,78,224,78,NADIR,0.0,2022/05/12,2022/05/12,2022-05-08 13:35:40.199445,2022-05-08 13:36:11.969444,LGN,DAY,0.05,0.05,534,5,6.728,4.762,4.753,LPGS_15.6.0,37.84316579,37.35040654,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99261,-54.95234,-24.94462,-56.12537,-24.913220000000003,-53.81827,-27.0709,-56.109480000000005,-27.0364,-53.76055
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220430_20220430_02_T1,LC09_L2SP_224078_20220430_20220502_02_T1,LC92240782022120LGN00,LC09_L2SP_224078_20220430_20220502_02_T1,LC09_L1TP_224078_20220430_20220430_02_T1,LC92240782022120LGN00,2022/04/30,T1,2,224,78,224,78,NADIR,0.0,2022/05/02,2022/04/30,2022-04-30 13:35:32.127719,2022-04-30 13:36:03.897687,LGN,DAY,35.14,35.14,185,5,7.481,5.676,4.874,LPGS_15.6.0,39.60756044,39.26855335,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99259,-54.945119999999996,-24.944570000000002,-56.11646,-24.91302,-53.809369999999994,-27.06813,-56.10041999999999,-27.033490000000004,-53.751569999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141009_20200910_02_T1,LC08_L2SP_224078_20141009_20200910_02_T1,LC82240782014282LGN01,LC08_L2SP_224078_20141009_20200910_02_T1,LC08_L1TP_224078_20141009_20200910_02_T1,LC82240782014282LGN01,2014/10/09,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-10-09 13:35:59.482021,2014-10-09 13:36:31.252017,LGN,DAY,16.49,16.49,567,5,7.149,4.5089999999999995,5.547999999999999,LPGS_15.3.1c,57.10241464,58.21656682,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992720000000002,-54.92719,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140705_20200911_02_T1,LC08_L2SP_224078_20140705_20200911_02_T1,LC82240782014186LGN01,LC08_L2SP_224078_20140705_20200911_02_T1,LC08_L1TP_224078_20140705_20200911_02_T1,LC82240782014186LGN01,2014/07/05,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-07-05 13:35:36.626193,2014-07-05 13:36:08.396189,LGN,DAY,15.01,15.01,665,5,5.263999999999999,3.727,3.717,LPGS_15.3.1c,32.17601547,35.39568143,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99267,-54.93185,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140126_20200912_02_T1,LC08_L2SP_224078_20140126_20200912_02_T1,LC82240782014026LGN01,LC08_L2SP_224078_20140126_20200912_02_T1,LC08_L1TP_224078_20140126_20200912_02_T1,LC82240782014026LGN01,2014/01/26,T1,2,224,78,224,78,NADIR,0.0,2020/09/12,2020/09/12,2014-01-26 13:36:54.418893,2014-01-26 13:37:26.188889,LGN,DAY,26.16,26.16,172,5,8.107999999999999,5.197,6.224,LPGS_15.3.1c,58.00874563,83.72288913,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99256,-54.92431,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140110_20200912_02_T1,LC08_L2SP_224078_20140110_20200912_02_T1,LC82240782014010LGN01,LC08_L2SP_224078_20140110_20200912_02_T1,LC08_L1TP_224078_20140110_20200912_02_T1,LC82240782014010LGN01,2014/01/10,T1,2,224,78,224,78,NADIR,0.0,2020/09/12,2020/09/12,2014-01-10 13:37:02.768454,2014-01-10 13:37:34.538449,LGN,DAY,2.11,2.11,515,5,7.656000000000001,4.726,6.023,LPGS_15.3.1c,60.11660566,89.12812801,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99255,-54.9198,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140211_20200911_02_T1,LC08_L2SP_224078_20140211_20200911_02_T1,LC82240782014042LGN01,LC08_L2SP_224078_20140211_20200911_02_T1,LC08_L1TP_224078_20140211_20200911_02_T1,LC82240782014042LGN01,2014/02/11,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-02-11 13:36:40.520511,2014-02-11 13:37:12.290507,LGN,DAY,0.13,0.13,544,5,7.567,4.5569999999999995,6.041,LPGS_15.3.1c,55.77337489,76.08124869,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99279,-54.910340000000005,-24.94435,-56.08081,-24.91232,-53.776740000000004,-27.0706,-56.0641,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140806_20200911_02_T1,LC08_L2SP_224078_20140806_20200911_02_T1,LC82240782014218LGN01,LC08_L2SP_224078_20140806_20200911_02_T1,LC08_L1TP_224078_20140806_20200911_02_T1,LC82240782014218LGN01,2014/08/06,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-08-06 13:35:48.753696,2014-08-06 13:36:20.523693,LGN,DAY,0.0,0.0,597,5,5.763999999999999,4.0489999999999995,4.102,LPGS_15.3.1c,37.008295,40.00629285,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99255,-54.93636,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140923_20200910_02_T1,LC08_L2SP_224078_20140923_20200910_02_T1,LC82240782014266LGN01,LC08_L2SP_224078_20140923_20200910_02_T1,LC08_L1TP_224078_20140923_20200910_02_T1,LC82240782014266LGN01,2014/09/23,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-09-23 13:35:52.763118,2014-09-23 13:36:24.533114,LGN,DAY,0.11,0.11,588,5,6.718999999999999,4.348,5.122000000000001,LPGS_15.3.1c,51.9800002,51.83191168,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99271,-54.90681,-24.94435,-56.08081,-24.91219,-53.77081,-27.0706,-56.0641,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140416_20200911_02_T1,LC08_L2SP_224078_20140416_20200911_02_T1,LC82240782014106LGN01,LC08_L2SP_224078_20140416_20200911_02_T1,LC08_L1TP_224078_20140416_20200911_02_T1,LC82240782014106LGN01,2014/04/16,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-04-16 13:35:43.535942,2014-04-16 13:36:15.305938,LGN,DAY,43.08,43.08,201,5,6.638,4.279,5.075,LPGS_15.3.1c,42.97815148,43.60865652,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992910000000002,-54.89739,-24.94428,-56.06892,-24.912,-53.76191,-27.070520000000002,-56.052,-27.03507,-53.70318
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140331_20200911_02_T1,LC08_L2SP_224078_20140331_20200911_02_T1,LC82240782014090LGN01,LC08_L2SP_224078_20140331_20200911_02_T1,LC08_L1TP_224078_20140331_20200911_02_T1,LC82240782014090LGN01,2014/03/31,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-03-31 13:36:00.910273,2014-03-31 13:36:32.680269,LGN,DAY,65.98,65.98,127,5,7.349,5.042,5.347,LPGS_15.3.1c,46.77266888,50.25677099,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9928,-54.90696,-24.94435,-56.08081,-24.91226,-53.77378,-27.0706,-56.0641,-27.03535,-53.71526
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140518_20200911_02_T1,LC08_L2SP_224078_20140518_20200911_02_T1,LC82240782014138LGN01,LC08_L2SP_224078_20140518_20200911_02_T1,LC08_L1TP_224078_20140518_20200911_02_T1,LC82240782014138LGN01,2014/05/18,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-05-18 13:35:18.874259,2014-05-18 13:35:50.644256,LGN,DAY,3.1,3.1,580,5,5.434,3.615,4.0569999999999995,LPGS_15.3.1c,35.80886409,35.6944875,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99245,-54.942969999999995,-24.944570000000002,-56.11646,-24.91296,-53.8064,-27.070840000000004,-56.1004,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141110_20200910_02_T1,LC08_L2SP_224078_20141110_20200910_02_T1,LC82240782014314LGN01,LC08_L2SP_224078_20141110_20200910_02_T1,LC08_L1TP_224078_20141110_20200910_02_T1,LC82240782014314LGN01,2014/11/10,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-11-10 13:36:01.70422,2014-11-10 13:36:33.474216,LGN,DAY,0.0,0.0,579,5,7.2410000000000005,4.559,5.626,LPGS_15.3.1c,63.60913931,75.99410252,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9929,-54.933209999999995,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141126_20200910_02_T1,LC08_L2SP_224078_20141126_20200910_02_T1,LC82240782014330LGN01,LC08_L2SP_224078_20141126_20200910_02_T1,LC08_L1TP_224078_20141126_20200910_02_T1,LC82240782014330LGN01,2014/11/26,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-11-26 13:35:59.127118,2014-11-26 13:36:30.897115,LGN,DAY,37.75,37.75,95,5,8.07,5.3260000000000005,6.063,LPGS_15.3.1c,64.1673328,84.67135699,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9929,-54.92646,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141025_20200910_02_T1,LC08_L2SP_224078_20141025_20200910_02_T1,LC82240782014298LGN01,LC08_L2SP_224078_20141025_20200910_02_T1,LC08_L1TP_224078_20141025_20200910_02_T1,LC82240782014298LGN01,2014/10/25,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-10-25 13:36:00.12209,2014-10-25 13:36:31.892087,LGN,DAY,0.47,0.47,579,5,7.377999999999999,4.833,5.575,LPGS_15.3.1c,61.18378424,66.48141705,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992639999999998,-54.926190000000005,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140502_20200911_02_T1,LC08_L2SP_224078_20140502_20200911_02_T1,LC82240782014122LGN01,LC08_L2SP_224078_20140502_20200911_02_T1,LC08_L1TP_224078_20140502_20200911_02_T1,LC82240782014122LGN01,2014/05/02,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-05-02 13:35:29.968555,2014-05-02 13:36:01.738551,LGN,DAY,41.95,41.95,308,5,6.2589999999999995,4.401,4.45,LPGS_15.3.1c,39.18818594,38.73412338,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9928,-54.90644,-24.944329999999997,-56.077830000000006,-24.91219,-53.77081,-27.07058,-56.061069999999994,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141212_20200910_02_T1,LC08_L2SP_224078_20141212_20200910_02_T1,LC82240782014346LGN01,LC08_L2SP_224078_20141212_20200910_02_T1,LC08_L1TP_224078_20141212_20200910_02_T1,LC82240782014346LGN01,2014/12/12,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-12-12 13:35:52.157597,2014-12-12 13:36:23.927593,LGN,DAY,32.31,32.31,222,5,8.404,5.352,6.479,LPGS_15.3.1c,63.24915944,90.11740396,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99265,-54.90501,-24.944329999999997,-56.077830000000006,-24.91219,-53.77081,-27.07058,-56.061069999999994,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140907_20200911_02_T1,LC08_L2SP_224078_20140907_20200911_02_T1,LC82240782014250LGN01,LC08_L2SP_224078_20140907_20200911_02_T1,LC08_L1TP_224078_20140907_20200911_02_T1,LC82240782014250LGN01,2014/09/07,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-09-07 13:35:55.813432,2014-09-07 13:36:27.583428,LGN,DAY,83.44,83.44,77,5,7.707000000000001,5.183,5.704,LPGS_15.3.1c,46.5212509,46.98785627,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99278,-54.931509999999996,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140619_20200911_02_T1,LC08_L2SP_224078_20140619_20200911_02_T1,LC82240782014170LGN02,LC08_L2SP_224078_20140619_20200911_02_T1,LC08_L1TP_224078_20140619_20200911_02_T1,LC82240782014170LGN02,2014/06/19,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-06-19 13:35:30.475481,2014-06-19 13:36:02.245477,LGN,DAY,0.23,0.23,649,5,5.106,3.6060000000000003,3.614,LPGS_15.3.1c,32.02647896,34.24330034,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9927,-54.93274,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20140227_20200911_02_T2,LC08_L2SP_224078_20140227_20200911_02_T2,LC82240782014058LGN01,LC08_L2SP_224078_20140227_20200911_02_T2,LC08_L1GT_224078_20140227_20200911_02_T2,LC82240782014058LGN01,2014/02/27,T2,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-02-27 13:36:27.883898,2014-02-27 13:36:59.653895,LGN,DAY,95.05,95.05,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,53.24427701,67.27176163,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99248,-54.9067,-24.944329999999997,-56.077830000000006,-24.91226,-53.77378,-27.07058,-56.061069999999994,-27.03535,-53.71526
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140721_20200911_02_T1,LC08_L2SP_224078_20140721_20200911_02_T1,LC82240782014202LGN01,LC08_L2SP_224078_20140721_20200911_02_T1,LC08_L1TP_224078_20140721_20200911_02_T1,LC82240782014202LGN01,2014/07/21,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-07-21 13:35:40.16004,2014-07-21 13:36:11.930036,LGN,DAY,0.0,0.0,634,5,5.294,3.7239999999999998,3.762,LPGS_15.3.1c,33.86584158,37.3871578,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992820000000002,-54.92246,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140603_20200911_02_T1,LC08_L2SP_224078_20140603_20200911_02_T1,LC82240782014154LGN01,LC08_L2SP_224078_20140603_20200911_02_T1,LC08_L1TP_224078_20140603_20200911_02_T1,LC82240782014154LGN01,2014/06/03,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-06-03 13:35:25.333348,2014-06-03 13:35:57.103344,LGN,DAY,0.06,0.06,674,5,4.707,3.375,3.281,LPGS_15.3.1c,33.31832354,34.24518578,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992729999999998,-54.9397,-24.94455,-56.113490000000006,-24.9129,-53.80344,-27.07082,-56.09738,-27.03605,-53.74545
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20141228_20200910_02_T1,LC08_L2SP_224078_20141228_20200910_02_T1,LC82240782014362LGN01,LC08_L2SP_224078_20141228_20200910_02_T1,LC08_L1TP_224078_20141228_20200910_02_T1,LC82240782014362LGN01,2014/12/28,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2014-12-28 13:35:51.292393,2014-12-28 13:36:23.062389,LGN,DAY,56.01,56.01,365,5,8.088,5.2589999999999995,6.145,LPGS_15.3.1c,61.51154614,91.30586147,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99266,-54.91285,-24.94439,-56.08675,-24.91232,-53.776740000000004,-27.07064,-56.07015,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20140822_20200911_02_T1,LC08_L2SP_224078_20140822_20200911_02_T1,LC82240782014234LGN01,LC08_L2SP_224078_20140822_20200911_02_T1,LC08_L1TP_224078_20140822_20200911_02_T1,LC82240782014234LGN01,2014/08/22,T1,2,224,78,224,78,NADIR,0.0,2020/09/11,2020/09/11,2014-08-22 13:35:52.310855,2014-08-22 13:36:24.080851,LGN,DAY,12.41,12.41,481,5,6.425,4.4430000000000005,4.641,LPGS_15.3.1c,41.35932089,43.16144938,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99246,-54.93229,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
